type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1733318935891,0,1,1,70,6.36,7.1666665,-89.06475,-81.8051,49.663048,0,0,-0.003999998,0.012000001,2440.0,8.333333,16.581356,17.333332,7984.0,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733318936891,0,1,1,70,5.24,0.0,0.0,-4078.386,2432.1675,0,0,-0.003999998,0.012000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733318937891,0,1,1,70,4.1200004,0.0,0.0,-4031.4143,2452.6516,0,0,-0.003999998,0.012000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733318938891,0,1,1,70,5.56,0.0,0.0,-4088.6182,2426.8647,0,0,-0.003999998,0.012000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733318939891,0,1,1,70,5.48,4.0,-88.69607,-81.85826,49.02531,0,0,-0.0019999975,0.014000001,112.0,0.0,17.157486,17.0,2576.0,0.0,40.0,0,3,9,0,147,0.0,0.0,0,0
metrics,1733318940891,0,1,1,70,5.4,4.0,-88.81454,-81.82777,49.064148,0,0,-0.0009999975,0.0150000015,56.0,0.0,16.310104,17.0,1288.0,0.0,40.0,0,3,9,0,210,0.0,0.0,0,0
metrics,1733318941891,0,1,1,70,5.08,0.0,0.0,-4102.1353,2400.5732,0,0,-0.0009999975,0.0150000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9,0,210,0.0,0.0,0,0
metrics,1733318942891,0,1,1,70,5.0400004,0.0,0.0,-4113.6523,2402.6658,0,0,-0.0009999975,0.0150000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9,0,210,0.0,0.0,0,0
metrics,1733318943891,0,1,1,70,4.96,0.0,0.0,-4084.1619,2408.7937,0,0,-0.0009999975,0.0150000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9,0,210,0.0,0.0,0,0
metrics,1733318944891,0,1,1,70,5.08,4.0,-88.3007,-81.23835,48.85968,0,0,0.0010000026,0.017,112.0,0.0,18.317892,18.0,2832.0,0.0,40.0,0,3,9,0,357,0.0,0.0,0,0
