type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1731681982076,0,1,1,70,13.166668,12.08,-93.1135,-89.49685,55.643852,0,0,0.010000001,0.05599996,2800.0,0.0,4.922915,1.2653061,7800.0,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1731681983076,0,1,1,70,5.76,11.111111,-85.93148,-78.104866,56.33094,0,0,-0.025999999,0.057999957,1360.0,50.0,11.73879,3.0,432.0,0.0,40.0,0,3,9,84,0,0.034,0.0,0,0
metrics,1731681984076,0,1,1,70,10.32,14.0,-94.01935,-89.61921,55.730682,0,0,-0.024999999,0.0019999612,744.0,0.0,4.08995,14.0,1000.0,75.0,40.0,0,3,9,168,0,0.044,0.0,0,0
metrics,1731681985076,0,1,1,70,12.8,14.0,-94.47147,-91.99083,55.586308,0,0,-0.023999998,0.0029999614,744.0,0.0,3.3350217,2.0,176.0,0.0,40.0,0,3,9,252,0,0.038,0.0,0,0
metrics,1731681986076,0,1,1,70,11.04762,8.0,-94.97105,-92.993324,55.52732,0,0,-0.021999998,-0.059000038,800.0,0.0,3.320781,1.75,2256.0,22.222221,40.0,0,3,9,336,77,0.033,0.016,0,0
metrics,1731681987076,0,1,1,70,10.0,3.12,-92.311516,-89.84732,55.68458,0,0,-0.015999997,-0.019000081,1032.0,33.333332,5.7792425,2.4356437,8472.0,0.0,40.0,0,3,9,420,296,0.034,0.008,0,0
metrics,1731681988076,0,1,1,70,9.25,11.1,-93.54567,-91.72482,55.51523,0,0,-0.089,-0.082000054,2296.0,57.142857,4.7923937,3.2807016,4104.0,38.095238,40.0,0,3,9,420,296,0.034,0.008,0,75
metrics,1731681989076,0,1,1,70,9.439999,8.285714,-91.29985,-87.661896,55.405113,0,0,-0.085999995,-0.07000003,856.0,0.0,7.087324,4.290323,3152.0,0.0,40.0,0,3,9,504,468,0.034,0.007,0,0
metrics,1731681990076,0,1,1,70,8.6,8.0,-90.00529,-86.938385,55.14642,0,0,-0.08399999,-0.058000024,800.0,0.0,8.146266,5.5333333,4168.0,0.0,40.0,0,3,9,588,554,0.034,0.008,0,0
metrics,1731681991076,0,1,1,70,5.9599996,3.0588236,-90.441986,-81.963615,55.799377,0,0,-0.117999986,-0.04200005,912.0,33.333332,7.504611,4.575,4896.0,0.0,40.0,0,3,9,672,787,0.034,0.008,0,0
metrics,1731681992076,0,1,1,70,8.08,2.75,-86.789764,-80.88292,55.882034,0,0,-0.112999976,-0.040000055,928.0,0.0,10.900105,12.0,1552.0,0.0,40.0,0,3,9,756,936,0.033,0.007,0,0
metrics,1731681993076,0,1,1,70,12.679998,6.857143,-91.19802,-87.13816,55.648724,0,0,-0.10999997,-0.021000067,856.0,0.0,6.748244,3.212766,4168.0,0.0,40.0,0,3,9,840,1096,0.033,0.007,0,0
metrics,1731681994076,0,1,1,70,10.28,6.5,-91.366005,-86.40061,55.530495,0,0,-0.10699996,-0.005000064,856.0,0.0,6.689421,2.65,3368.0,0.0,40.0,0,3,9,924,1249,0.033,0.008,0,0
metrics,1731681995076,0,1,1,70,5.64,0.044444446,-93.308136,-77.04409,57.2134,0,0,-0.09999995,-0.43000007,872.0,53.333332,4.309393,7.132653,5592.0,65.71429,40.0,0,3,9,1008,1500,0.035,0.01,0,0
metrics,1731681996076,0,1,1,70,11.56,6.25,-90.583694,-84.4639,55.881096,0,0,-0.09399994,-0.4110003,1016.0,0.0,7.667328,4.918368,5896.0,0.0,40.0,0,3,9,1092,1862,0.035,0.009,0,0
metrics,1731681997076,0,1,1,70,9.08,7.0,-87.41064,-85.35412,55.71304,0,0,-0.09099993,-0.40700036,888.0,0.0,10.599499,7.5,2104.0,0.0,40.0,0,3,9,1176,2011,0.034,0.008,0,0
metrics,1731681998076,0,1,1,70,8.000001,8.714286,-88.344925,-83.89545,55.66202,0,0,-0.08599992,-0.3800007,1784.0,0.0,9.73022,6.461538,9872.0,0.0,40.0,0,3,9,1344,2323,0.032,0.008,0,0
metrics,1731681999076,0,1,1,70,5.72,5.428571,-87.28342,-80.36656,56.19792,0,0,-0.08099991,-0.3660009,1784.0,0.0,10.467329,6.8125,4064.0,0.0,40.0,0,3,9,1512,2636,0.031,0.008,0,0
metrics,1731682000076,0,1,1,70,11.44,5.529412,-90.674644,-83.18066,55.727993,0,0,-0.0749999,-0.33300132,1808.0,0.0,7.481664,4.0476193,8352.0,0.0,40.0,0,3,9,1680,3107,0.029,0.008,0,0
metrics,1731682001076,0,1,1,70,14.079999,10.1875,-93.26,-87.00357,55.671726,0,0,-0.06899989,-0.279002,1840.0,0.0,4.895447,1.8985507,9696.0,0.0,40.0,0,3,9,1848,3555,0.029,0.008,0,0
metrics,1731682002076,0,1,1,70,5.8799996,0.8961039,-91.01053,-75.4213,59.29823,0,0,-0.09699987,-0.33600223,2136.0,61.53846,7.075459,7.571429,7320.0,17.391304,40.0,0,3,9,1932,3790,0.03,0.008,0,0
metrics,1731682003076,0,1,1,70,9.680001,9.333333,-84.62709,-79.58357,56.299286,0,0,-0.09199986,-0.32800233,1752.0,0.0,13.403664,11.571428,5528.0,0.0,40.0,0,3,9,2100,4102,0.029,0.008,0,0
metrics,1731682004076,0,1,1,70,12.039999,9.833333,-90.59175,-84.683464,55.922546,0,0,-0.08699985,-0.33100253,1784.0,0.0,7.6923046,5.600001,5592.0,5.882353,40.0,0,3,9,2268,4415,0.029,0.007,0,0
metrics,1731682005076,0,1,1,70,14.560001,8.823529,-93.33555,-91.27261,55.57466,0,0,-0.08099984,-0.25400352,1840.0,0.0,4.6715364,1.1522844,10672.0,0.0,40.0,0,3,9,2436,4886,0.029,0.008,0,0
metrics,1731682006076,0,1,1,70,12.8,7.736842,-91.85913,-87.89086,55.55398,0,0,-0.093999825,-0.19400346,1806.1937,14.285714,6.2233915,3.4805195,15992.007,0.0,40.0,0,3,9,2604,5628,0.029,0.008,0,0
metrics,1731682007076,0,1,1,70,14.56,10.272727,-92.08788,-89.2023,55.34172,0,0,-0.08999982,-0.15800339,1729.7296,0.0,6.054564,2.6703296,7143.1426,0.0,40.0,0,3,9,2772,5863,0.028,0.008,0,0
metrics,1731682008076,0,1,1,70,11.080001,4.8461537,-90.69987,-86.28938,55.84951,0,0,-0.08499981,-0.13700335,952.0,0.0,7.314432,3.7884614,5040.0,0.0,40.0,0,3,9,2856,6089,0.028,0.008,0,0
metrics,1731682009076,0,1,1,70,9.92,5.818182,-89.20638,-84.25611,56.008167,0,0,-0.0809998,-0.12700333,912.0,0.0,8.873623,6.0434785,3016.0,0.0,40.0,0,3,9,2940,6316,0.028,0.008,0,0
metrics,1731682010076,0,1,1,70,12.799999,7.2,-90.92027,-86.88578,55.542885,0,0,-0.07599979,-0.10200328,999.001,0.0,7.0420856,5.0655737,7232.767,0.0,40.0,0,3,9,3024,6701,0.029,0.008,0,0
metrics,1731682011076,0,1,1,70,11.719999,6.285714,-90.967674,-87.71762,55.297375,0,0,-0.07099978,-0.058003206,1001.0009,0.0,7.1716657,4.117117,12828.828,0.0,40.0,0,3,9,3108,7357,0.029,0.007,0,0
metrics,1731682012076,0,1,1,70,10.48,7.909091,-88.95597,-84.57034,55.412895,0,0,-0.06699977,-0.052003216,904.0,0.0,9.354257,6.428571,2016.0,0.0,40.0,0,3,9,3192,7506,0.028,0.008,0,0
metrics,1731682013076,0,1,1,70,11.48,8.0,-87.07661,-81.666756,55.774776,0,0,-0.06299976,-0.03800324,944.0,0.0,11.376371,7.6060605,4896.0,0.0,40.0,0,3,9,3276,7732,0.028,0.008,0,0
metrics,1731682014076,0,1,1,70,12.679998,9.333333,-86.588646,-81.39279,56.18147,0,0,-0.05899977,-0.035003245,944.0,0.0,11.868068,11.0,2168.0,0.0,40.0,0,3,9,3360,7959,0.028,0.007,0,0
metrics,1731682015076,0,1,1,70,13.64,6.5882354,-88.82129,-85.05788,55.67016,0,0,-0.05199978,-0.017003248,1872.0,0.0,9.245849,6.826087,7608.0,0.0,40.0,0,3,9,3528,8430,0.028,0.007,0,0
metrics,1731682016076,0,1,1,70,11.76,7.857143,-89.47233,-85.75554,55.45813,0,0,-0.04599979,0.03599675,1808.0,0.0,8.614946,5.9777775,20832.0,0.0,40.0,0,3,9,3696,9371,0.028,0.007,0,0
metrics,1731682017076,0,1,1,70,9.92,11.842105,-87.601906,-82.38872,55.868103,0,0,-0.11799979,0.043996736,1792.0,50.0,10.491186,7.1,3472.0,0.0,40.0,0,3,9,3864,9606,0.03,0.007,0,0
metrics,1731682018076,0,1,1,70,11.240001,9.4,-87.879196,-84.501,55.666393,0,0,-0.11299978,0.06799672,1784.0,0.0,10.16516,7.6551723,11368.0,0.0,40.0,0,3,9,4032,10182,0.03,0.007,0,0
metrics,1731682019076,0,1,1,70,12.84,10.6,-89.36668,-85.13719,55.428154,0,0,-0.10799977,0.08799676,1784.0,0.0,8.873491,6.0625,6920.0,0.0,40.0,0,3,9,4200,10495,0.03,0.007,0,0
metrics,1731682020076,0,1,1,70,10.639999,6.923077,-88.58315,-83.31055,55.371212,0,0,-0.10299976,0.11999682,1848.0,0.0,9.581631,7.5185184,15288.0,0.0,40.0,0,3,9,4368,11033,0.03,0.007,0,0
metrics,1731682021076,0,1,1,70,10.919999,7.25,-86.78062,-81.53402,55.939137,0,0,-0.09699975,0.1579969,1808.0,0.0,11.250589,9.505154,22840.0,0.0,40.0,0,3,9,4536,11974,0.029,0.006,0,0
metrics,1731682022076,0,1,1,70,10.76,10.75,-88.76807,-84.13585,55.720512,0,0,-0.09299974,0.16799691,1694.3057,0.0,9.465873,6.478261,3156.843,0.0,40.0,0,3,9,4704,12209,0.029,0.006,0,0
metrics,1731682023076,0,1,1,70,11.190475,16.956522,-91.95267,-86.05367,55.363277,0,0,-0.16399972,0.12099698,3195.195,44.444443,6.2824397,6.418604,12332.331,12.121212,40.0,0,3,9,4788,12625,0.029,0.006,0,94
metrics,1731682024076,0,1,1,70,12.904762,8.275862,-94.03164,-92.775314,55.643997,0,0,-0.23199968,0.1579971,1926.0739,33.333332,4.0953155,1.849315,9390.609,3.4482758,40.0,0,3,9,4956,13098,0.029,0.007,0,0
metrics,1731682025076,0,1,1,70,13.235295,6.688889,-96.683846,-94.02118,55.464863,0,0,-0.4129997,0.24799728,2010.0099,70.0,1.5257677,0.9201682,10274.273,51.87166,40.0,0,3,9,5040,13636,0.029,0.008,0,0
metrics,1731682026076,0,1,1,70,13.8,7.529412,-96.52301,-96.08733,54.883175,0,0,-0.71299964,0.28199688,104.0,84.61539,1.7671376,0.0,2992.0,12.820513,40.0,0,3,9,5040,13824,0.029,0.009,0,0
