type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1733146215039,0,1,1,70,15.0,10.181818,-97.735504,-95.70616,46.29124,0,0,0.013000001,0.028000003,5442.857,0.0,9.093615,5.40845,16485.715,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733146216039,0,1,1,70,12.599998,10.333333,-98.70229,-96.812996,45.93774,0,0,0.018000001,0.046999976,1496.0,0.0,7.9911633,6.1041665,7216.0,0.0,40.0,289,3,9,84,451,0.021,0.006,0,0
metrics,1733146217039,0,1,1,70,14.119999,8.571428,-98.81109,-96.28937,45.58778,0,0,0.021000002,0.060999952,888.0,0.0,7.465409,6.0285716,5448.0,0.0,40.0,143,3,9,168,604,0.02,0.006,0,0
metrics,1733146218039,0,1,1,70,15.0,12.0,-99.71904,-98.160675,45.610256,0,0,0.024000002,0.075999975,888.0,0.0,6.9237094,3.945946,3776.0,0.0,40.0,680,3,9,252,670,0.019,0.006,0,0
metrics,1733146219040,0,1,1,70,15.0,12.0,-100.05464,-98.26783,45.947063,0,0,0.026000002,0.088,832.0,0.0,6.825518,3.8,2872.0,0.0,40.0,680,3,9,336,756,0.019,0.007,0,0
metrics,1733146220039,0,1,1,70,15.0,8.0,-100.08474,-97.094444,46.0058,0,0,0.029000003,0.10700004,888.0,0.0,6.585993,4.0,4728.0,0.0,40.0,0,3,9,336,909,0.019,0.009,84,0
metrics,1733146221039,0,1,1,70,15.0,7.428571,-98.780304,-96.96059,45.741646,0,0,0.033999998,0.14200011,1000.0,0.0,8.124381,5.318182,11744.0,0.0,40.0,0,3,9,420,1360,0.022,0.008,84,0
metrics,1733146222039,0,1,1,70,15.0,9.333334,-98.72518,-96.37209,45.804073,0,0,0.036999993,0.14800012,888.0,0.0,8.083135,6.428571,2080.0,0.0,40.0,0,3,9,504,1513,0.024,0.008,84,0
metrics,1733146223039,0,1,1,70,15.0,8.571428,-98.35265,-95.91097,45.66098,0,0,0.039999988,0.16800016,888.0,0.0,8.675511,6.28,7576.0,0.0,40.0,0,3,9,588,1665,0.026,0.008,84,0
metrics,1733146224040,0,1,1,70,15.0,10.4,-98.90659,-97.1225,45.485954,0,0,0.041999985,0.17100017,832.0,0.0,6.5898557,5.857143,1120.0,0.0,40.0,0,3,9,672,1751,0.027,0.008,84,0
