type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1733925629060,0,1,1,70,11.959999,10.666667,-96.911125,-93.44936,46.479977,0,0,0.013000001,0.020000001,2872.0,0.0,9.95202,7.9210525,6496.0,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733925630060,0,1,1,70,11.040001,10.0,-97.110596,-94.86806,46.029522,0,0,0.014000001,0.021000002,776.0,0.0,10.122142,9.0,616.0,0.0,40.0,0,3,9,84,0,0.022,0.0,0,0
metrics,1733925631061,0,1,1,70,9.280001,12.0,-96.131836,-91.6636,45.87854,0,0,0.0150000015,0.022000002,776.0,0.0,11.418378,9.0,616.0,0.0,40.0,0,3,9,168,0,0.02,0.0,0,0
metrics,1733925632060,0,1,1,70,9.4800005,14.0,-93.73397,-89.03568,45.969086,0,0,0.016,0.023000002,744.0,0.0,12.215286,9.0,616.0,0.0,40.0,0,3,9,252,0,0.024,0.0,0,0
metrics,1733925633060,0,1,1,70,8.318182,4.0,-104.37984,-101.84131,46.45972,0,0,-0.057,0.030000009,808.0,66.666664,2.3928485,0.5833334,4736.0,18.181818,40.0,0,3,9,336,147,0.027,0.022,0,0
metrics,1733925634060,0,1,1,70,5.92,4.3,-100.28837,-95.346725,45.933655,0,0,-0.053000007,0.050999977,888.0,0.0,5.742199,3.5370371,4968.0,0.0,40.0,0,3,9,420,296,0.026,0.014,0,0
metrics,1733925635060,0,1,1,70,6.879999,4.6666665,-100.37655,-94.52232,46.1417,0,0,-0.050000012,0.07499998,888.0,0.0,5.9502993,3.7333333,5752.0,0.0,40.0,0,3,9,504,468,0.026,0.014,0,0
metrics,1733925636061,0,1,1,70,12.759999,6.5,-102.42409,-102.24877,45.6255,0,0,-0.047000017,0.069,848.0,0.0,3.9362156,1.8333334,2160.0,7.142857,40.0,0,3,9,588,554,0.025,0.015,0,0
metrics,1733925637060,0,1,1,70,12.239999,6.4615383,-104.35115,-104.01927,46.018215,0,0,-0.10100002,0.09800006,888.0,50.0,2.4186559,0.06976744,2640.0,12.121212,40.0,0,3,9,672,640,0.025,0.016,0,0
metrics,1733925638061,0,1,1,70,12.38889,8.592592,-105.23967,-105.53753,45.762043,0,0,-0.20899998,0.13700013,3216.0,66.666664,1.4445001,0.3712575,3432.0,40.0,40.0,0,3,9,672,787,0.025,0.018,0,0
metrics,1733925639060,0,1,1,70,11.999998,5.3846154,-103.65907,-102.823586,45.99473,0,0,-0.22399996,0.18600023,1104.0,20.0,3.2292328,0.10687023,4544.0,3.9215686,40.0,0,3,9,756,1003,0.024,0.018,0,0
