time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11
42;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;3.9;4.9;1.9;0.90;21;8.9;12;0.0;0.90;4.9;4.9;1.9
43;1;64;0.0;1.8;586976;1561680;17;3.8;19;2.0;3.0;12;2.0;16;10;5.0;4.0;1.00;5.0;9.0;1.00
44;1;16;0.0;1.8;586976;1561680;17;3.9;19;2.9;0.90;8.9;0.90;5.9;9.9;0.90;3.9;3.9;4.9;20;1.9
45;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;8.0;3.0;2.0;2.0;9.0;10;1.00;5.0;4.0;6.0;16;4.0
46;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;13;1.9;2.9;2.9;21;8.9;5.9;0.90;0.90;4.9;4.9;0.90
47;1;32;0.0;1.8;586976;1561680;17;3.8;19;5.0;5.0;1.00;1.00;20;10;6.0;2.0;2.0;5.0;5.0;2.0
48;1;16;0.0;1.8;586976;1561680;17;3.8;19;8.9;0.90;4.9;1.9;21;9.9;2.9;8.9;3.9;4.9;4.9;0.90
49;1;16;0.0;1.8;586976;1561680;17;3.8;19;2.9;0.90;0.90;3.9;9.9;9.9;0.90;12;1.9;7.9;15;0.90
50;1;32;0.0;1.8;586976;1561680;17;3.8;19;5.0;1.00;2.0;4.0;9.0;10;2.0;4.0;1.00;5.0;15;8.0
51;1;48;0.0;1.8;586976;1561680;17;3.9;19;3.9;1.9;0.90;4.9;3.9;29;4.9;2.9;0.90;4.9;8.9;2.9
52;1;48;0.0;1.8;586976;1561680;17;3.9;19;4.0;2.0;2.0;3.0;5.0;15;16;1.00;2.0;6.0;13;1.00
53;1;48;0.0;1.8;586976;1561680;17;3.8;19;0.90;1.9;13;11;5.9;9.9;7.9;0.90;1.9;8.9;1.9;1.9
54;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;0.90;2.9;12;3.9;0.90;9.9;3.9;3.9;5.9;20;4.9;1.9
55;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;3.9;2.9;8.9;4.9;1.9;8.9;2.9;1.9;3.9;20;3.9;3.9
56;1;0.0;0.0;1.8;586976;1561680;17;3.9;19;1.00;5.0;7.0;4.0;2.0;10;2.0;4.0;6.0;21;3.0;2.0
57;1;0.0;0.0;1.8;586976;1561680;17;3.9;19;0.90;4.9;12;4.9;2.9;8.9;0.90;3.9;0.90;21;4.9;0.90
58;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;2.9;5.9;5.9;15;2.9;9.9;3.9;3.9;6.9;9.9;1.9;0.90
59;1;0.0;0.0;1.8;586976;1561680;17;4.0;19;4.0;1.00;2.0;13;6.0;10;11;3.0;1.00;13;1.00;3.0
60;1;0.0;0.0;1.8;586976;1561680;17;3.8;19;3.9;5.9;0.90;4.9;0.0;9.9;9.9;2.9;1.9;20;1.9;4.9
61;1;0.0;0.0;1.8;586976;1561680;17;4.1;19;4.0;2.0;20;6.0;6.0;11;8.0;3.0;8.0;1.00;5.0;2.0
62;1;0.0;0.0;1.8;586976;1561680;17;4.2;19;0.90;0.90;18;4.9;4.9;9.9;0.90;2.9;14;5.9;4.9;3.9
63;1;0.0;0.0;1.8;586976;1561680;17;4.0;19;2.0;4.0;2.0;5.0;7.0;10;2.0;2.0;13;21;2.0;4.0
64;1;0.0;0.0;1.8;586976;1561680;17;3.9;19;4.9;7.9;0.90;4.9;5.9;9.9;0.90;3.9;1.9;20;4.9;1.9
65;2;1600.000000;900;1.8;588824;1561680;17;4.2;19;21;1.9;1.9;5.9;4.9;9.9;9.9;4.9;0.90;3.9;2.9;1.9
66;2;0.0;88;1.8;588824;1561680;17;4.1;19;16;4.9;2.9;4.9;4.9;9.9;8.9;0.90;9.9;1.9;1.9;0.90
67;1;0.0;0.0;1.8;588824;1561680;17;3.9;19;1.9;1.9;8.9;5.9;4.9;9.9;17;8.9;5.9;3.9;1.9;1.9
68;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;0.90;1.9;21;7.9;3.9;8.9;0.90;5.9;2.9;1.9;7.9;3.9
69;1;0.0;0.0;1.8;588824;1561680;17;4.5;19;20;24;28;25;28;19;20;16;24;35;30;20
70;0;0.0;0.0;1.8;588824;1561680;17;4.7;19;38;36;33;91;62;24;35;26;46;40;68;23
71;0;0.0;0.0;1.8;588824;1561680;17;4.3;19;12;25;11;79;72;16;7.0;22;16;60;70;12
72;0;0.0;0.0;1.8;588824;1561680;18;4.2;19;16;65;16;14;48;42;25;28;7.0;10;45;58
73;0;0.0;0.0;1.8;588824;1561680;18;4.3;19;68;47;14;7.9;22;16;25;56;11;4.9;17;99
74;0;0.0;0.0;1.8;588824;1561680;18;3.8;19;9.0;45;15;8.0;16;14;12;40;4.0;13;20;24
75;0;0.0;0.0;1.8;588824;1561680;18;4.0;19;3.0;2.0;17;6.0;2.0;11;10;3.0;6.0;1.00;5.0;8.0
76;0;0.0;0.0;1.8;588824;1561680;18;4.1;19;0.90;0.90;9.9;5.9;0.90;9.9;14;1.9;4.9;5.9;11;3.9
77;1;850;5950.000000;1.8;588824;1561680;18;4.1;19;8.9;1.9;2.9;9.9;0.90;9.9;21;0.90;4.9;6.9;1.9;2.9
78;1;0.0;0.0;1.8;588824;1561680;18;4.2;19;6.0;1.00;11;10;2.0;21;4.0;3.0;3.0;7.0;2.0;11
79;0;0.0;0.0;1.8;588824;1561680;18;4.0;19;3.0;7.0;4.0;10;1.00;11;4.0;6.0;2.0;12;2.0;7.0
80;1;0.0;1866.666626;1.8;588824;1561680;18;3.8;19;4.9;2.9;3.9;4.9;1.9;11;1.9;2.9;0.90;22;13;1.9
81;0;0.0;0.0;1.8;588824;1561680;18;4.1;19;2.0;9.0;6.0;5.0;2.0;10;5.0;11;12;8.0;3.0;1.00
82;0;0.0;0.0;1.8;588824;1561680;18;3.8;19;2.9;5.9;1.9;8.9;7.9;9.9;0.90;18;3.9;1.9;0.90;1.9
83;0;0.0;0.0;1.8;588824;1561680;18;4.0;19;2.0;2.0;11;13;1.00;10;6.0;12;7.0;3.0;2.0;4.0
84;0;0.0;0.0;1.8;588824;1561680;18;3.8;19;8.9;0.90;3.9;8.9;4.9;9.9;5.9;0.90;3.9;17;1.9;1.9
85;0;0.0;0.0;1.8;588824;1561680;18;3.8;19;4.9;1.9;1.9;19;8.9;11;1.9;1.9;6.9;5.9;3.9;1.9
86;0;0.0;0.0;1.8;588824;1561680;18;3.6;19;2.0;1.00;2.0;21;4.0;12;2.0;0.0;9.0;5.0;5.0;2.0
87;0;0.0;0.0;1.8;588824;1561680;18;3.7;19;2.9;3.9;8.9;20;2.9;13;0.90;1.9;5.9;3.9;1.9;0.90
88;0;0.0;0.0;1.8;588824;1561680;18;3.7;19;2.0;2.0;11;20;5.0;12;1.00;1.00;2.0;5.0;1.00;2.0
89;0;0.0;0.0;1.8;588824;1561680;18;3.8;19;2.9;4.9;3.9;20;1.9;9.9;3.9;1.9;11;3.9;1.9;1.9
90;0;0.0;0.0;1.8;588824;1561680;18;3.8;19;2.0;1.00;1.00;21;7.0;11;2.0;3.0;2.0;5.0;13;3.0
91;1;457;100;1.8;588824;1561680;18;3.8;19;12;1.9;3.9;4.9;0.90;13;0.90;12;1.9;8.9;2.9;0.90
92;1;0.0;0.0;1.8;588824;1561680;18;3.9;19;2.0;1.00;3.0;6.0;10;13;20;13;1.00;1.00;2.0;1.00
93;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;13;7.9;5.9;6.9;1.9;14;11;7.9;6.9;2.9;5.9;4.9
94;1;0.0;1120.000000;1.8;588824;1561680;17;4.0;19;14;9.0;2.0;8.0;10;11;10;5.0;5.0;5.0;16;2.0
95;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;6.0;2.0;4.0;7.0;1.00;10;6.0;12;4.0;3.0;14;3.0
96;0;0.0;0.0;1.8;588824;1561680;17;4.3;19;2.9;0.90;4.9;7.9;2.9;11;15;16;3.9;2.9;4.9;1.9
97;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;3.9;1.9;20;4.9;1.9;9.9;5.9;7.9;0.90;1.9;6.9;1.9
98;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;2.0;0.0;9.0;5.0;3.0;13;3.0;13;6.0;5.0;12;2.0
99;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;4.0;9.0;2.0;6.0;2.0;11;4.0;17;2.0;2.0;16;2.0
100;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;4.0;10;2.0;7.0;1.00;10;5.0;23;2.0;2.0;2.0;3.0
101;0;0.0;0.0;1.8;588824;1561680;17;4.2;19;4.9;18;0.90;9.9;2.9;12;4.9;3.9;1.9;1.9;2.9;5.9
102;0;0.0;0.0;1.8;588824;1561680;17;4.3;19;4.0;10;4.0;10;2.0;11;8.0;17;1.00;2.0;5.0;2.0
103;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;7.0;8.0;5.0;5.0;7.0;10;9.0;13;2.0;3.0;7.0;2.0
104;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;5.0;3.0;4.0;5.0;4.0;12;1.00;20;1.00;3.0;3.0;9.0
105;1;717;4150.000000;1.8;588824;1561680;17;4.1;19;1.9;3.9;6.9;4.9;2.9;11;4.9;20;1.9;1.9;7.9;7.9
106;1;32;0.0;1.8;588824;1561680;17;4.1;19;6.0;4.0;1.00;12;1.00;10;6.0;9.0;3.0;4.0;4.0;12
107;1;64;0.0;1.8;588824;1561680;17;4.1;19;7.0;12;4.0;2.0;3.0;12;16;6.0;1.00;5.0;3.0;0.0
108;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;1.00;13;2.0;2.0;6.0;11;21;4.0;2.0;6.0;6.0;2.0
109;1;0.0;0.0;1.8;588824;1561680;17;4.0;19;4.9;1.9;7.9;2.9;0.90;11;21;5.9;6.9;4.9;0.90;1.9
110;1;0.0;0.0;1.8;588824;1561680;17;4.2;19;2.0;5.0;5.0;4.0;5.0;12;21;2.0;5.0;5.0;5.0;1.00
111;1;48;0.0;1.8;588824;1561680;17;4.0;19;1.1;2.1;2.1;17;3.1;10;9.1;4.1;1.1;6.1;9.1;2.1
112;1;0.0;0.0;1.8;588824;1561680;17;3.8;19;3.8;2.8;3.8;21;2.8;9.8;5.8;4.8;1.8;6.8;5.8;1.8
113;1;0.0;0.0;1.8;588824;1561680;17;3.8;19;0.90;5.9;2.9;19;5.9;9.9;1.9;3.9;11;8.9;0.90;2.9
114;1;32;0.0;1.8;588824;1561680;17;4.2;19;9.0;2.0;1.00;8.0;2.0;9.0;4.0;4.0;2.0;22;3.0;2.0
115;1;0.0;0.0;1.8;588824;1561680;17;3.9;19;1.00;3.0;5.0;7.0;5.0;11;6.0;4.0;6.0;20;2.0;2.0
116;1;0.0;0.0;1.8;588824;1561680;17;4.2;19;8.9;2.9;5.9;7.9;0.90;9.9;1.9;3.9;0.90;22;1.9;4.9
117;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;14;1.9;1.9;4.9;3.9;9.9;3.9;4.9;1.9;21;0.90;1.9
118;1;48;0.0;1.8;588824;1561680;17;4.0;19;3.9;2.9;0.90;20;2.9;9.9;6.9;3.9;4.9;9.9;2.9;2.9
119;1;0.0;0.0;1.8;588824;1561680;17;4.0;19;1.00;2.0;6.0;17;3.0;11;3.0;4.0;8.0;4.0;8.0;2.0
120;1;0.0;0.0;1.8;588824;1561680;17;4.0;19;3.0;6.0;13;2.0;2.0;10;2.0;2.0;1.00;5.0;21;4.0
121;1;0.0;0.0;1.8;588824;1561680;17;4.0;19;9.9;5.9;2.9;3.9;1.9;9.9;3.9;14;4.9;7.9;2.9;1.9
122;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;6.9;0.90;3.9;5.9;2.9;9.9;5.9;7.9;2.9;6.9;0.90;16
123;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;1.00;2.0;1.00;15;2.0;11;2.0;3.0;6.0;8.0;6.0;21
124;1;0.0;0.0;1.8;588824;1561680;17;4.2;19;6.0;1.00;6.0;12;2.0;11;2.0;1.00;3.0;6.0;2.0;22
125;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;8.0;1.00;6.0;2.0;4.0;10;4.0;2.0;4.0;6.0;9.0;17
126;1;0.0;0.0;1.8;588824;1561680;17;4.3;19;3.9;2.9;5.9;7.9;7.9;13;3.9;1.9;1.9;2.9;7.9;13
127;1;0.0;0.0;1.8;588824;1561680;17;3.9;19;3.0;4.0;5.0;16;8.0;10;8.0;5.0;4.0;4.0;1.00;2.0
128;1;0.0;0.0;1.8;588824;1561680;17;4.2;19;2.0;5.0;6.0;7.0;3.0;13;5.0;8.0;2.0;8.0;20;2.0
129;1;0.0;0.0;1.8;588824;1561680;17;4.2;19;3.9;4.9;6.9;2.9;3.9;9.9;1.9;7.9;3.9;4.9;21;0.90
130;1;0.0;0.0;1.8;588824;1561680;17;3.9;19;5.9;2.9;9.9;1.9;1.9;9.9;5.9;4.9;9.9;7.9;6.9;1.9
131;1;0.0;0.0;1.8;588824;1561680;17;4.1;19;5.0;2.0;4.0;6.0;9.0;10;8.0;4.0;13;8.0;2.0;1.00
132;1;0.0;0.0;1.8;588824;1561680;17;4.3;19;11;1.9;0.90;2.9;2.9;9.9;4.9;21;0.90;8.9;4.9;1.9
133;1;0.0;0.0;1.8;588824;1561680;17;4.3;19;10;3.0;2.0;4.0;1.00;11;5.0;23;2.0;11;2.0;3.0
134;1;0.0;0.0;1.8;588824;1561680;17;4.2;19;3.0;1.00;1.00;3.0;1.00;10;3.0;21;6.0;9.0;9.0;5.0
135;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;1.9;0.90;1.9;11;1.9;9.9;5.9;12;2.9;8.9;8.9;3.9
136;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;11;4.9;2.9;12;3.9;9.9;5.9;3.9;2.9;2.9;7.9;1.9
137;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;17;5.0;6.0;10;2.0;10;4.0;10;1.00;6.0;1.00;2.0
138;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;3.0;5.0;5.0;16;3.0;10;6.0;5.0;1.00;12;7.0;1.00
139;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;4.0;5.0;4.0;21;3.0;10;6.0;4.0;4.0;8.0;2.0;2.0
140;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;4.9;1.9;5.9;11;0.90;8.9;8.9;0.90;1.9;14;4.9;1.9
141;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;13;1.9;7.9;21;2.9;9.9;2.9;0.90;0.90;3.9;1.9;1.9
142;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;9.0;4.0;9.0;5.0;1.00;10;4.0;6.0;4.0;12;4.0;4.0
143;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;11;8.0;6.0;5.0;13;10;4.0;7.0;3.0;2.0;5.0;1.00
144;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;1.9;1.9;0.90;6.9;20;9.9;0.90;11;2.9;5.9;4.9;0.90
145;0;0.0;0.0;1.8;588824;1561680;17;4.2;19;2.0;2.0;3.0;7.0;15;10;2.0;13;4.0;3.0;8.0;3.0
146;0;0.0;0.0;1.8;588824;1561680;17;4.2;19;20;6.0;2.0;8.0;5.0;10;2.0;7.0;2.0;4.0;2.0;2.0
147;0;0.0;0.0;1.8;588824;1561680;17;4.4;19;21;2.9;2.9;8.9;5.9;9.9;1.9;1.9;5.9;4.9;5.9;0.90
148;0;0.0;0.0;1.8;588824;1561680;17;4.4;19;22;2.0;4.0;5.0;2.0;13;7.0;7.0;6.0;9.0;2.0;4.0
149;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;9.0;1.00;2.0;8.0;1.00;10;17;6.0;5.0;3.0;5.0;2.0
150;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;4.9;0.90;6.9;14;1.9;9.9;5.9;7.9;1.9;5.9;6.9;0.90
151;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;5.9;4.9;5.9;8.9;4.9;12;2.9;16;2.9;4.9;1.9;1.9
152;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;5.0;8.0;8.0;2.0;1.00;10;4.0;3.0;21;5.0;1.00;2.0
153;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;1.00;6.0;5.0;12;2.0;9.0;3.0;9.0;10;9.0;2.0;1.00
154;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;2.0;3.0;5.0;8.0;3.0;10;2.0;10;6.0;17;2.0;1.00
155;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;1.00;2.0;5.0;9.0;4.0;10;1.00;12;11;10;2.0;2.0
156;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;1.9;3.9;5.9;20;2.9;12;1.9;9.9;2.9;3.9;0.90;0.0
157;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;2.0;3.0;5.0;2.0;4.0;13;1.00;9.0;5.0;3.0;21;2.0
158;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;2.9;1.9;1.9;7.9;8.9;13;1.9;8.9;6.9;4.9;6.9;2.9
159;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;4.0;3.0;1.00;17;4.0;13;4.0;4.0;5.0;10;4.0;1.00
160;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;4.9;0.90;2.9;21;6.9;13;2.9;0.90;9.9;1.9;1.9;1.9
161;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;4.0;4.0;1.00;18;3.0;13;1.00;3.0;5.0;3.0;7.0;1.00
162;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;6.9;0.90;2.9;11;3.9;13;2.9;1.9;6.9;3.9;17;0.90
163;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;6.0;3.0;1.00;2.0;6.0;13;8.0;1.00;7.0;4.0;17;1.00
164;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;9.9;3.9;3.9;0.90;11;13;3.9;0.90;5.9;1.9;11;1.9
165;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;4.9;2.9;4.9;0.90;7.9;13;8.9;2.9;0.90;2.9;16;0.90
166;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;5.0;1.00;3.0;2.0;2.0;13;8.0;2.0;8.0;1.00;20;1.00
167;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;5.0;2.0;2.0;5.0;11;14;7.0;3.0;5.0;3.0;7.0;2.0
168;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;2.9;11;3.9;17;1.9;13;5.9;1.9;8.9;5.9;5.9;0.90
169;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;2.0;7.0;2.0;8.0;2.0;12;5.0;14;7.0;5.0;4.0;1.00
170;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;0.90;0.90;2.9;9.9;0.90;13;2.9;1.9;7.9;21;2.9;0.90
171;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;8.0;5.0;3.0;1.00;2.0;13;3.0;1.00;5.0;20;4.0;2.0
172;0;0.0;0.0;1.8;588824;1561680;17;4.0;19;2.9;7.9;4.9;0.90;0.90;14;14;6.9;3.9;7.9;4.9;1.9
173;0;0.0;0.0;1.8;588824;1561680;17;3.7;19;5.0;6.0;3.0;1.00;2.0;12;3.0;3.0;8.0;18;2.0;1.00
174;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;4.9;0.90;0.90;11;2.9;13;7.9;1.9;5.9;15;2.9;0.90
175;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;16;2.0;1.00;6.0;3.0;14;2.0;1.00;10;4.0;7.0;4.0
176;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;13;1.9;0.90;2.9;3.9;13;7.9;3.9;4.9;3.9;9.9;0.90
177;0;0.0;0.0;1.8;588824;1561680;17;3.7;19;0.90;1.9;3.9;1.9;6.9;13;20;1.9;5.9;2.9;6.9;1.9
178;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;5.0;3.0;1.00;12;6.0;13;4.0;13;5.0;2.0;4.0;1.00
179;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;1.9;5.9;2.9;1.9;7.9;13;0.90;15;7.9;2.9;5.9;0.90
180;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;0.90;2.9;1.9;4.9;2.9;13;1.9;14;4.9;6.9;11;1.9
181;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;1.9;1.9;0.90;1.9;0.90;13;1.9;3.9;4.9;20;11;0.90
182;0;0.0;0.0;1.8;588824;1561680;17;3.9;19;2.9;0.90;0.90;1.9;1.9;13;1.9;12;7.9;2.9;19;2.9
183;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;1.00;2.0;5.0;3.0;2.0;13;1.00;12;5.0;8.0;19;2.0
184;0;0.0;0.0;1.8;588824;1561680;17;4.1;19;1.00;7.0;1.00;1.00;2.0;14;2.0;8.0;8.0;1.00;21;4.0
185;0;0.0;0.0;1.8;588824;1561680;17;3.8;19;5.9;6.9;4.9;8.9;0.90;13;2.9;2.9;6.9;8.9;3.9;0.90
