type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1732022272187,0,1,5,72,10.5,3.25,-92.56182,-93.50141,57.584053,0,0,-0.087,0.032,296.0,84.61539,2.8253567,0.2142857,496.0,0.0,0.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1732022273188,0,1,6,72,14.809525,7.75,-91.320526,-87.716705,58.08775,0,0,-0.07799998,0.065999955,2888.0,0.0,4.555216,0.95454544,4496.0,0.0,40.0,0,3,9,84,0,0.037,0.0,0,0
metrics,1732022274187,0,1,6,72,14.64,20.0,-89.55508,-88.13857,57.65872,0,0,-0.07699998,0.06699996,776.0,0.0,6.418612,4.0,256.0,0.0,40.0,0,3,9,168,0,0.035,0.0,0,0
metrics,1732022275188,0,1,6,72,14.76,6.285714,-90.91296,-89.65258,57.583797,0,0,-0.07199997,0.11400005,1000.0,0.0,5.215938,1.9915968,8256.0,0.0,40.0,0,3,9,252,317,0.026,0.012,0,0
metrics,1732022276188,0,1,6,72,12.363637,5.5833335,-94.774506,-89.29686,57.6199,0,0,-0.06699996,0.13800013,1120.0,0.0,1.2186455,0.88452095,5664.0,73.125,38.0,0,3,9,336,533,0.026,0.085,0,0
metrics,1732022277188,0,1,6,72,7.3599997,6.6,-81.22303,-73.3241,58.734303,0,0,-0.08099995,0.14300014,952.0,16.666666,14.040089,10.384615,3232.0,0.0,31.0,0,3,9,420,772,0.026,0.06,0,0
metrics,1732022278188,0,1,6,72,8.12,7.75,-84.09902,-78.7095,58.09039,0,0,-0.07799994,0.14700015,856.0,0.0,11.953684,9.7,2064.0,0.0,38.5,0,3,9,504,925,0.026,0.051,0,0
metrics,1732022279188,0,1,6,72,8.119999,7.0,-86.75788,-80.31116,58.040993,0,0,-0.09399994,0.11100016,888.0,25.0,8.894038,17.25,2320.0,50.0,32.0,0,3,9,588,1078,0.031,0.044,0,0
metrics,1732022280188,0,1,6,72,9.559999,6.285714,-81.50021,-76.88566,58.443848,0,0,-0.087999925,0.120000176,1056.0,0.0,13.921828,11.304348,5728.0,0.0,32.333332,0,3,9,672,1458,0.03,0.033,0,0
metrics,1732022281187,0,1,6,72,9.280001,4.8333335,-88.85637,-82.56923,58.005104,0,0,-0.082999915,0.14500022,1000.0,0.0,7.07159,4.484375,7160.0,0.0,33.333332,0,3,9,756,1740,0.029,0.029,0,0
metrics,1732022282187,0,1,6,72,11.125,5.5384617,-91.712494,-85.30438,57.981377,0,0,-0.077999905,0.15300032,968.0,0.0,4.2128854,2.1824818,8552.0,14.814815,34.4,0,3,9,840,2119,0.028,0.026,0,0
metrics,1732022283187,0,1,6,72,12.679999,5.6,-92.68716,-86.87993,57.44028,0,0,-0.14999989,0.19500041,944.0,50.0,3.4173372,0.5555556,4720.0,0.0,39.0,0,3,9,924,2272,0.027,0.025,0,0
metrics,1732022284187,0,1,6,72,12.639999,6.0,-87.296844,-82.18421,57.82393,0,0,-0.14699988,0.20200042,888.0,0.0,8.649832,5.4375,2456.0,0.0,36.0,0,3,9,1008,2425,0.028,0.024,0,0
metrics,1732022285188,0,1,6,72,11.8,7.5333333,-76.72377,-67.45965,61.15064,0,0,-0.17999986,0.13500047,1816.0,28.571428,18.776499,20.45946,13024.0,30.76923,31.8,0,3,9,1176,2891,0.029,0.029,0,0
metrics,1732022286187,0,1,6,72,8.44,8.0,-75.269775,-71.513504,59.347073,0,0,-0.17499985,0.14000048,1816.0,0.0,19.875349,19.6,8040.0,0.0,34.666668,0,3,9,1344,3259,0.028,0.025,0,0
metrics,1732022287187,0,1,6,72,7.6000004,6.133333,-74.637405,-69.7817,60.040764,0,0,-0.18799983,0.14600049,1776.0,14.285714,20.80528,20.666666,10352.0,0.0,31.5,0,3,9,1512,3724,0.028,0.022,0,0
metrics,1732022288187,0,1,6,72,6.5199995,5.5833335,-74.73461,-72.18028,59.678085,0,0,-0.18299982,0.1500005,1696.0,0.0,20.734724,19.75,6496.0,0.0,31.0,0,3,9,1680,3963,0.028,0.021,0,0
metrics,1732022289187,0,1,6,72,7.919999,8.636364,-85.42407,-82.4258,57.928474,0,0,-0.17899981,0.13900052,1792.0,0.0,10.474951,11.363636,4072.0,11.111111,33.0,0,3,9,1848,4202,0.028,0.02,0,0
metrics,1732022290188,0,1,6,72,10.24,6.181818,-87.174065,-80.61726,58.159157,0,0,-0.1709998,0.15800063,1856.0,0.0,8.658689,4.355705,16568.0,3.3898306,35.166664,0,3,9,2016,4969,0.026,0.018,0,0
metrics,1732022291187,0,1,6,72,14.08,10.6,-77.99385,-78.83724,58.207844,0,0,-0.16599979,0.16300064,1784.0,0.0,17.701712,18.8,7528.0,0.0,40.0,0,3,9,2184,5337,0.026,0.016,0,0
metrics,1732022292188,0,1,6,72,12.68,9.125,-79.69356,-77.98997,58.39776,0,0,-0.15899977,0.17000066,1896.0,0.0,15.977602,15.285714,7864.0,0.0,39.4,0,3,9,2352,5802,0.026,0.015,0,0
metrics,1732022293188,0,1,6,72,13.439999,13.111111,-81.30066,-77.05723,58.147373,0,0,-0.15499976,0.17400067,1726.2737,0.0,14.658925,15.0,4379.62,0.0,38.0,0,3,9,2520,6041,0.026,0.015,0,0
metrics,1732022294187,0,1,6,72,13.879999,13.111111,-74.16307,-71.71265,59.364807,0,0,-0.15099975,0.17800067,1729.7296,0.0,21.673111,21.0,7015.0146,0.0,36.0,0,3,9,2688,6280,0.025,0.014,0,0
metrics,1732022295188,0,1,6,72,13.88,8.705882,-76.23182,-74.10452,58.961403,0,0,-0.14299974,0.18700069,1888.0,0.0,19.182566,17.25,10392.0,0.0,38.0,0,3,9,2856,7047,0.025,0.013,0,0
metrics,1732022296187,0,1,6,72,14.360001,9.714286,-76.34626,-73.9682,58.685047,0,0,-0.13699973,0.1920007,1776.0,0.0,19.358427,19.0,7720.0,0.0,38.0,0,3,9,3024,7415,0.025,0.012,0,0
metrics,1732022297187,0,1,6,72,14.280001,9.466666,-75.8969,-73.53789,58.940628,0,0,-0.12999971,0.19900072,1896.0,0.0,19.561895,19.0,10808.0,0.0,38.0,0,3,9,3192,7880,0.025,0.011,0,0
metrics,1732022298187,0,1,6,72,13.679999,9.333333,-76.67202,-74.19613,58.456318,0,0,-0.1249997,0.20400073,1720.0,0.0,19.17451,18.8,7592.0,0.0,38.0,0,3,9,3360,8119,0.026,0.011,0,0
metrics,1732022299188,0,1,6,72,13.400001,15.0,-76.20791,-73.249435,58.473072,0,0,-0.121999696,0.20700073,1672.0,0.0,20.106342,20.0,4952.0,0.0,38.0,0,3,9,3528,8425,0.026,0.01,0,0
metrics,1732022300188,0,1,6,72,13.28,6.5999994,-78.0791,-75.54562,58.5939,0,0,-0.11299968,0.21700075,1912.0,0.0,17.805212,17.0,12080.0,0.0,38.2,0,3,9,3696,9318,0.026,0.009,0,0
