type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1731503993836,0,1,1,70,15.0,10.25,-96.43451,-93.006714,48.617977,0,0,0.009000001,0.028000003,3055.118,0.0,8.357243,3.9722223,9049.868,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1731503994836,0,1,1,70,15.0,10.0,-95.494484,-92.81873,48.312977,0,0,0.010000001,0.029000003,776.0,0.0,9.321317,12.0,776.0,0.0,40.0,0,3,9,84,0,0.022,0.0,0,0
metrics,1731503995836,0,1,1,70,15.0,20.0,-85.2796,-89.77983,48.783443,0,0,0.011000001,0.030000003,776.0,0.0,19.561779,7.0,472.0,0.0,40.0,0,3,9,168,0,0.028,0.0,0,0
metrics,1731503996837,0,1,1,70,15.0,20.0,-97.460045,-96.35069,47.690464,0,0,0.012000001,0.012000004,776.0,0.0,8.126495,19.0,1544.0,50.0,40.0,0,3,9,252,0,0.032,0.0,0,0
metrics,1731503997836,0,1,1,70,15.0,8.363636,-97.28307,-95.22666,48.330105,0,0,0.016,0.030000007,944.0,0.0,7.4035645,4.4222217,5096.0,0.0,40.0,0,3,9,336,233,0.032,0.008,0,0
metrics,1731503998836,0,1,1,70,15.0,13.6,-95.561485,-95.373535,48.165634,0,0,0.018000001,0.035,832.0,0.0,9.098199,8.076923,2648.0,0.0,40.0,0,3,9,420,382,0.031,0.007,0,0
metrics,1731503999836,0,1,1,70,15.0,13.6,-98.26552,-97.42777,48.11745,0,0,0.020000001,0.04599998,832.0,0.0,6.2799525,4.321429,2896.0,0.0,40.0,0,3,9,504,468,0.03,0.007,0,0
metrics,1731504000837,0,1,1,70,15.0,5.5652165,-101.63399,-99.60494,48.397358,0,0,0.026000002,0.06299996,1656.0,25.0,3.0274115,0.27272725,1664.0,0.0,40.0,0,3,9,588,554,0.046,0.008,0,0
metrics,1731504001837,0,1,1,70,15.0,12.0,-99.31339,-97.32635,48.106365,0,0,0.028000003,0.07499998,832.0,0.0,5.907461,3.6,2904.0,0.0,40.0,0,3,9,672,640,0.043,0.007,0,0
metrics,1731504002836,0,1,1,70,15.0,8.0,-100.45054,-96.28644,48.12929,0,0,0.032,0.11300006,944.0,0.0,4.447907,1.9166666,6496.0,0.0,40.0,0,3,9,756,873,0.041,0.01,0,0
metrics,1731504003837,0,1,1,70,15.0,10.4,-89.633156,-88.70428,48.547062,0,0,0.033999998,0.12000007,832.0,0.0,15.04496,9.411765,4248.0,0.0,40.0,0,3,9,840,1022,0.039,0.009,0,0
metrics,1731504004837,0,1,1,70,15.0,12.0,-98.82861,-95.91271,47.983185,0,0,0.035999995,0.10200007,832.0,0.0,6.8606243,14.0,1000.0,50.0,40.0,0,3,9,924,1108,0.038,0.009,0,0
metrics,1731504005837,0,1,1,70,14.84,8.0,-99.66503,-95.834656,47.95214,0,0,0.03899999,0.109000124,888.0,0.0,5.118668,1.9130435,4416.0,3.7037036,40.0,0,3,9,1008,1268,0.037,0.01,0,0
metrics,1731504006837,0,1,1,70,15.0,8.0,-96.91461,-94.21423,48.21606,0,0,0.041999985,0.11600014,888.0,0.0,8.061639,4.647059,2408.0,0.0,40.0,0,3,9,1092,1421,0.035,0.009,0,0
metrics,1731504007836,0,1,1,70,14.839999,6.133333,-97.52975,-94.3416,48.45567,0,0,0.047999974,0.16400023,1056.0,0.0,7.10421,4.3688526,13120.0,0.0,40.0,0,3,9,1176,1871,0.036,0.009,0,0
metrics,1731504008837,0,1,1,70,14.599999,13.6,-95.31315,-91.21669,48.406773,0,0,0.04999997,0.16900024,832.0,0.0,9.440935,7.076923,2432.0,0.0,40.0,0,3,9,1260,2020,0.035,0.009,0,0
metrics,1731504009836,0,1,1,70,15.0,10.0,-95.09674,-89.65845,48.083168,0,0,0.052999966,0.18300027,888.0,0.0,9.451881,6.8235292,5120.0,0.0,40.0,0,3,9,1344,2180,0.035,0.009,0,0
metrics,1731504010836,0,1,1,70,15.0,9.333333,-91.776985,-88.989586,48.20449,0,0,0.05699996,0.18600027,944.0,0.0,13.705173,12.666667,2552.0,0.0,40.0,0,3,9,1428,2407,0.035,0.008,0,0
