type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1733496863846,0,1,1,70,14.2,10.074074,-94.267685,-92.4139,45.656796,0,0,0.009000001,0.014000001,3700.6802,0.0,13.109529,8.307693,17106.576,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733496864846,0,1,1,70,12.12,16.5,-97.16682,-94.642784,44.813713,0,0,0.013000001,0.018000001,1728.0,0.0,10.093601,7.909091,1992.0,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733496865846,0,1,1,70,11.36,14.0,-95.20927,-91.45435,44.74375,0,0,0.014000001,0.019000001,744.0,0.0,12.128586,9.0,616.0,0.0,40.0,0,3,9,84,0,0.036,0.0,0,0
metrics,1733496866846,0,1,1,70,13.000001,20.0,-95.36501,-91.56456,44.75256,0,0,0.0150000015,0.020000001,776.0,0.0,12.504415,12.0,776.0,0.0,40.0,0,3,9,168,0,0.035,0.0,0,0
metrics,1733496867846,0,1,1,70,12.159999,20.0,-96.3818,-90.213745,44.82195,0,0,0.016,0.021000002,776.0,0.0,11.329647,12.0,776.0,0.0,40.0,0,3,9,252,0,0.034,0.0,0,0
metrics,1733496868846,0,1,1,70,10.96,9.333333,-93.9797,-88.51355,44.97978,0,0,0.019000001,0.024000002,888.0,0.0,13.439595,11.666667,2392.0,0.0,40.0,0,3,9,336,147,0.031,0.0,0,0
metrics,1733496869846,0,1,1,70,12.36,9.333333,-94.33791,-89.20559,45.055527,0,0,0.022000002,0.026000002,888.0,0.0,13.997601,12.0,1552.0,0.0,40.0,0,3,9,420,296,0.029,0.0,0,0
metrics,1733496870846,0,1,1,70,11.6,7.6,-94.01023,-88.67906,44.91819,0,0,0.024000002,0.027000003,832.0,0.0,14.446437,14.0,1000.0,0.0,40.0,0,3,9,504,382,0.028,0.0,0,0
metrics,1733496871846,0,1,1,70,10.920001,13.6,-92.512474,-88.16674,45.198044,0,0,0.026000002,0.028000003,832.0,0.0,16.993954,14.0,1000.0,0.0,40.0,0,3,9,588,468,0.027,0.0,0,0
metrics,1733496872846,0,1,1,70,10.56,10.0,-93.30371,-86.28804,45.30242,0,0,0.028000003,0.029000003,800.0,0.0,15.764668,17.0,1288.0,0.0,40.0,0,3,9,672,554,0.026,0.0,0,0
metrics,1733496873846,0,1,1,70,11.5199995,10.0,-95.787605,-89.99389,44.770065,0,0,0.031000003,0.033,888.0,0.0,11.566263,11.4,3008.0,0.0,40.0,0,3,9,756,787,0.025,0.0,0,0
metrics,1733496887846,0,1,2,71,9.454545,6.485715,-88.653435,-84.902824,47.906845,0,0,0.014000001,-0.008999998,3787.1875,0.0,17.765848,12.903226,10475.569,9.090909,40.0,0,3,9,84,0,0.019,0.0,0,0
metrics,1733496888846,0,1,2,71,14.279999,12.727273,-103.93403,-101.99908,44.491203,0,0,0.018000001,-0.067999974,1664.0,0.0,3.62147,2.3090913,3488.0,14.285714,40.0,988,3,9,84,147,0.019,0.015,0,23
metrics,1733496889846,0,1,2,71,14.200001,9.333333,-102.893684,-101.32975,45.014545,0,0,0.003000002,-0.039999966,944.0,20.0,4.379697,1.7786885,7824.0,2.0833333,40.0,0,3,9,168,451,0.025,0.015,0,0
metrics,1733496890846,0,1,2,71,13.439999,12.0,-103.17445,-100.97064,44.385902,0,0,0.005000002,-0.06499997,832.0,0.0,3.9365797,1.9210526,2256.0,13.333333,40.0,0,3,9,252,537,0.026,0.016,0,0
metrics,1733496891846,0,1,2,71,13.640001,8.0,-100.76559,-98.13965,44.69974,0,0,0.008000002,-0.049999986,888.0,0.0,6.8440824,3.945946,3920.0,0.0,40.0,0,3,9,336,689,0.027,0.015,0,0
metrics,1733496892846,0,1,2,71,11.480001,13.6,-99.657555,-94.454544,44.103954,0,0,0.010000003,-0.039000005,832.0,0.0,7.940774,6.25,4608.0,0.0,40.0,0,3,9,420,775,0.027,0.015,0,0
metrics,1733496893846,0,1,2,71,11.239999,8.571428,-95.88843,-92.58877,45.28199,0,0,-0.003999996,-0.028000016,1000.0,16.666666,11.575642,8.37037,4440.0,0.0,40.0,0,3,9,504,1171,0.027,0.011,0,0
metrics,1733496894846,0,1,2,71,10.52,7.3333335,-95.64358,-91.360565,45.072094,0,0,0.0010000045,-0.025000015,968.0,0.0,13.074054,12.0,2328.0,0.0,40.0,0,3,9,588,1391,0.026,0.009,0,0
metrics,1733496895846,0,1,2,71,10.480002,16.0,-96.85612,-92.22444,45.069878,0,0,-0.015999995,-0.024000015,832.0,33.333332,9.999767,12.0,776.0,0.0,40.0,0,3,9,672,1477,0.029,0.009,0,0
metrics,1733496896846,0,1,2,71,13.08,6.25,-93.863174,-90.179214,45.176838,0,0,-0.012999995,-0.020000014,888.0,0.0,13.507822,8.9,2032.0,0.0,40.0,0,3,9,756,1629,0.028,0.008,0,0
metrics,1733496897846,0,1,2,71,8.16,5.0,-96.82943,-89.77906,44.86586,0,0,-0.008999994,-0.017000014,976.0,0.0,11.269696,11.666667,2392.0,0.0,40.0,0,3,9,840,1855,0.027,0.007,0,0
metrics,1733496898846,0,1,2,71,6.565217,1.45,-105.39603,-96.16105,45.57279,0,0,-0.021999992,-0.40300003,976.0,53.846153,1.9553849,1.5208335,5128.0,55.555557,38.75,0,3,9,924,2167,0.026,0.009,0,0
metrics,1733496899846,0,1,2,71,6.4782605,3.7209303,-104.02289,-88.62297,47.05936,0,0,-0.20599996,-0.51300055,976.0,62.5,3.6426718,3.5422535,6600.0,23.636364,39.2,0,3,9,1008,2471,0.029,0.009,0,0
metrics,1733496900846,0,1,2,71,12.5199995,8.285714,-93.826385,-86.86636,45.10911,0,0,-0.20299995,-0.5110006,856.0,0.0,13.650218,16.5,2544.0,0.0,40.0,0,3,9,1092,2627,0.028,0.008,0,0
metrics,1733496901846,0,1,2,71,11.32,6.285714,-96.47387,-88.61083,44.544617,0,0,-0.19999994,-0.5070006,888.0,0.0,11.479896,8.2,1680.0,0.0,40.0,0,3,9,1176,2779,0.029,0.008,0,0
metrics,1733496902846,0,1,2,71,11.959999,11.071428,-95.88239,-87.46756,45.37844,0,0,-0.19499993,-0.49500078,1784.0,0.0,11.669516,8.551724,4824.0,0.0,40.0,0,3,9,1344,3091,0.029,0.008,0,0
metrics,1733496903846,0,1,2,71,13.320001,9.384615,-91.10705,-85.6771,45.832428,0,0,-0.18899992,-0.49000084,1840.0,0.0,16.476278,14.4,5128.0,0.0,40.0,0,3,9,1512,3489,0.029,0.007,0,0
metrics,1733496904846,0,1,2,71,11.039997,7.5,-95.96863,-80.03569,47.241463,0,0,-0.18299991,-0.5600009,1808.0,0.0,12.0843,18.1,9072.0,40.0,40.0,0,3,9,1680,3879,0.029,0.006,0,0
