time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11
0;0;0.0;0.0;1.8;579640;1561656;16;3.2;19;1.00;2.0;8.0;3.0;2.0;10;15;1.00;9.0;4.0;2.0;0.0
1;0;0.0;0.0;1.8;579640;1561656;16;3.8;19;0.0;0.90;8.9;7.9;1.9;11;12;1.9;12;3.9;1.9;1.9
2;0;0.0;0.0;1.8;579640;1561656;16;3.8;19;0.90;0.90;8.9;13;0.90;9.9;0.90;0.90;20;2.9;0.90;0.90
3;0;0.0;0.0;1.8;579640;1561656;16;3.9;19;3.0;2.0;35;17;4.0;11;5.0;1.00;25;12;3.0;1.00
4;0;0.0;0.0;1.8;579640;1561656;16;3.9;19;1.9;2.9;7.9;2.9;1.9;11;13;19;3.9;2.9;2.9;1.9
5;0;0.0;0.0;1.8;579640;1561656;16;3.9;19;0.0;12;4.9;4.9;2.9;11;1.9;11;12;1.9;4.9;0.90
6;0;0.0;0.0;1.8;579640;1561656;16;3.8;19;4.0;19;8.0;4.0;2.0;10;2.0;3.0;13;3.0;3.0;1.00
7;0;0.0;0.0;1.8;579640;1561656;16;3.9;19;2.0;17;8.0;4.0;0.0;10;1.00;1.00;14;1.00;5.0;4.0
8;0;0.0;0.0;1.8;579640;1561656;16;3.8;19;2.9;1.9;4.9;5.9;1.9;15;0.90;1.9;2.9;11;18;1.9
9;0;0.0;0.0;1.8;579640;1561656;16;3.8;19;3.0;1.00;9.0;8.0;1.00;11;2.0;1.00;3.0;8.0;20;2.0
10;0;0.0;0.0;1.8;579640;1561656;16;3.9;19;4.0;1.00;5.0;6.0;2.0;9.0;2.0;2.0;5.0;12;20;1.00
11;0;0.0;0.0;1.8;579640;1561656;16;3.6;19;0.90;0.90;5.9;1.9;0.90;15;1.9;0.90;5.9;11;20;0.0
12;0;0.0;0.0;1.8;579640;1561656;16;4.2;19;2.0;3.0;5.0;4.0;2.0;10;5.0;5.0;4.0;9.0;21;3.0
13;0;0.0;0.0;1.8;579640;1561656;16;4.0;19;15;3.9;7.9;0.90;0.90;9.9;5.9;4.9;6.9;0.90;7.9;2.9
14;0;0.0;0.0;1.8;579640;1561656;16;3.8;19;20;3.9;4.9;0.90;0.90;9.9;1.9;3.9;13;6.9;0.90;3.9
