time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11
0;0;0.0;0.0;1.8;579644;1561684;21;3.1;19;2.0;5.0;2.0;5.0;7.0;7.0;4.0;3.0;9.0;5.0;9.0;1.00
1;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;0.90;3.9;9.9;2.9;13;9.9;2.9;2.9;3.9;8.9;3.9;0.90
2;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;4.0;5.0;13;1.00;2.0;10;2.0;4.0;2.0;21;5.0;2.0
3;0;0.0;0.0;1.8;579644;1561684;21;3.9;19;0.90;6.9;1.9;3.9;12;9.9;18;1.9;1.9;3.9;5.9;1.9
4;0;0.0;0.0;1.8;579644;1561684;21;3.9;19;3.9;6.9;1.9;1.9;5.9;9.9;21;1.9;5.9;0.90;4.9;6.9
5;0;0.0;0.0;1.8;579644;1561684;21;3.9;19;1.9;4.9;2.9;2.9;3.9;9.9;14;0.90;11;1.9;11;3.9
6;0;0.0;0.0;1.8;579644;1561684;21;4.0;19;5.0;7.0;8.0;11;5.0;9.0;2.0;1.00;13;4.0;5.0;1.00
7;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;5.0;8.0;2.0;20;6.0;10;2.0;8.0;5.0;1.00;1.00;1.00
8;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;9.0;5.0;1.00;6.0;18;10;7.0;2.0;2.0;1.00;4.0;1.00
9;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;9.0;7.0;3.0;1.00;19;10;6.0;1.00;4.0;2.0;7.0;2.0
10;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;1.9;4.9;7.9;0.90;21;9.9;12;1.9;8.9;0.90;4.9;0.90
11;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;13;5.0;1.00;2.0;20;9.0;2.0;1.00;5.0;1.00;4.0;1.00
12;0;0.0;0.0;1.8;579644;1561684;21;3.9;19;12;6.0;1.00;2.0;22;10;6.0;3.0;2.0;2.0;5.0;2.0
13;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;4.0;9.0;10;1.00;13;10;1.00;3.0;7.0;2.0;5.0;1.00
14;0;0.0;0.0;1.8;579644;1561684;21;4.0;19;5.0;2.0;6.0;4.0;9.0;10;7.0;5.0;6.0;1.00;15;2.0
15;0;0.0;0.0;1.8;579644;1561684;21;4.2;19;6.9;2.9;1.9;21;4.9;9.9;8.9;5.9;1.9;1.9;1.9;1.9
16;0;0.0;0.0;1.8;579644;1561684;21;3.9;19;6.9;5.9;7.9;21;5.9;9.9;6.9;4.9;6.9;0.90;0.90;0.90
17;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;1.00;6.0;6.0;19;5.0;9.0;1.00;5.0;7.0;1.00;3.0;4.0
18;0;0.0;0.0;1.8;579644;1561684;21;4.0;19;2.9;1.9;4.9;13;4.9;9.9;1.9;6.9;14;1.9;1.9;9.9
19;0;0.0;0.0;1.8;579644;1561684;21;4.3;19;3.0;1.00;11;2.0;8.0;11;1.00;5.0;19;2.0;1.00;8.0
20;0;0.0;0.0;1.8;579644;1561684;21;4.1;19;1.9;0.90;5.9;1.9;4.9;9.9;2.9;4.9;22;3.9;0.90;11
21;0;0.0;0.0;1.8;579644;1561684;21;4.1;19;2.0;2.0;9.0;2.0;5.0;10;8.0;8.0;17;3.0;4.0;7.0
22;0;0.0;0.0;1.8;579644;1561684;21;3.8;19;4.0;1.00;1.00;2.0;5.0;10;14;5.0;21;2.0;1.00;1.00
23;0;0.0;0.0;1.8;579644;1561684;21;3.9;19;2.0;3.0;4.0;2.0;8.0;10;11;12;13;1.00;3.0;1.00
