time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11
0;0;0.0;0.0;1.8;579640;1561656;15;3.0;19;9.0;1.00;1.00;7.0;1.00;8.0;2.0;1.00;12;3.0;2.0;7.0
1;0;0.0;0.0;1.8;579640;1561656;15;3.7;19;21;12;1.00;9.0;1.00;10;1.00;0.0;1.00;3.0;1.00;1.00
2;0;0.0;0.0;1.8;579640;1561656;15;3.9;19;11;5.9;4.9;15;11;9.9;21;6.9;23;7.9;2.9;0.90
3;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;0.90;0.90;4.9;8.9;3.9;9.9;0.90;1.9;13;14;5.9;1.9
4;0;0.0;0.0;1.8;579640;1561656;15;4.1;19;2.0;2.0;13;11;0.0;10;2.0;1.00;5.0;2.0;20;4.0
5;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;9.0;3.0;2.0;9.0;1.00;10;3.0;1.00;3.0;2.0;20;4.0
6;0;0.0;0.0;1.8;579640;1561656;15;4.3;19;1.9;8.9;0.90;12;1.9;9.9;3.9;16;4.9;4.9;1.9;1.9
7;0;0.0;0.0;1.8;579640;1561656;15;4.0;19;1.9;0.90;13;11;0.90;9.9;1.9;20;6.9;0.90;1.9;1.9
8;0;0.0;0.0;1.8;579640;1561656;15;4.0;19;2.9;5.9;4.9;8.9;4.9;9.9;1.9;16;9.9;0.90;0.90;0.90
9;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;1.00;3.0;2.0;9.0;14;10;2.0;1.00;13;4.0;7.0;1.00
10;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;3.0;1.00;3.0;10;5.0;9.0;2.0;1.00;2.0;12;19;1.00
11;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;0.90;0.90;3.9;8.9;5.9;9.9;0.90;0.90;3.9;13;17;1.9
12;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;3.9;0.90;0.90;8.9;3.9;9.9;1.9;0.90;1.9;11;21;1.9
13;0;0.0;0.0;1.8;579640;1561656;15;4.2;19;0.90;3.9;3.9;9.9;1.9;9.9;3.9;12;4.9;0.90;18;2.9
14;0;0.0;0.0;1.8;579640;1561656;15;4.1;19;2.9;0.90;0.90;9.9;3.9;9.9;1.9;13;20;0.90;0.90;3.9
15;0;0.0;0.0;1.8;579640;1561656;15;3.9;19;3.0;22;1.00;9.0;3.0;10;0.0;10;2.0;2.0;3.0;3.0
16;0;0.0;0.0;1.8;579640;1561656;15;4.0;19;4.0;1.00;3.0;9.0;4.0;10;12;2.0;2.0;2.0;20;2.0
17;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;2.9;0.90;9.9;15;0.90;9.9;2.9;0.90;3.9;4.9;2.9;9.9
18;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;1.00;1.00;1.00;20;1.00;10;6.0;2.0;4.0;9.0;7.0;3.0
19;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;2.0;2.0;7.0;18;2.0;9.0;1.00;1.00;6.0;8.0;13;1.00
20;0;0.0;0.0;1.8;579640;1561656;15;3.8;19;0.90;3.9;15;2.9;2.9;9.9;1.9;0.90;9.9;9.9;9.9;5.9
21;0;0.0;0.0;1.8;579640;1561656;15;3.9;19;4.0;2.0;1.00;4.0;2.0;10;1.00;1.00;20;9.0;1.00;14
22;0;0.0;0.0;1.8;579640;1561656;15;3.9;19;2.0;1.00;1.00;1.00;1.00;14;1.00;3.0;20;9.0;1.00;14
23;0;0.0;0.0;1.8;579640;1561656;15;4.2;19;4.0;3.0;2.0;0.0;3.0;10;2.0;4.0;20;11;12;3.0
24;0;0.0;0.0;1.8;579640;1561656;15;4.0;19;0.90;2.9;8.9;2.9;0.90;17;1.9;0.90;4.9;8.9;13;2.9
25;0;0.0;0.0;1.8;579640;1561656;15;4.0;19;5.0;1.00;1.00;1.00;0.0;31;2.0;3.0;2.0;10;13;1.00
26;0;0.0;0.0;1.8;579640;1561656;15;4.3;19;1.00;6.0;11;0.0;2.0;30;2.0;3.0;1.00;11;5.0;1.00
27;0;0.0;0.0;1.8;579640;1561656;15;4.0;19;1.9;0.90;1.9;1.9;1.9;12;11;3.9;13;9.9;0.90;8.9
28;0;0.0;0.0;1.8;579640;1561656;15;4.2;19;2.0;10;8.0;1.00;1.00;10;3.0;4.0;21;10;1.00;1.00
29;1;2300.000000;9600.000000;1.8;586232;1629080;15;4.2;19;4.0;8.0;2.0;1.00;2.0;10;1.00;8.0;21;10;1.00;4.0
30;1;2400.000000;5104.000000;1.8;590720;1632856;15;4.0;19;1.9;6.9;18;3.9;0.90;9.9;5.9;4.9;3.9;9.9;0.90;0.90
31;1;776;472;1.8;590720;1632856;15;3.8;19;3.9;1.9;12;3.9;3.9;9.9;6.9;1.9;18;13;2.9;0.90
32;1;776;256;1.8;590720;1632856;15;3.8;19;1.00;4.0;4.0;3.0;2.0;9.0;2.0;2.0;20;10;12;1.00
33;1;776;472;1.8;590720;1632856;15;4.1;19;9.9;0.90;0.90;0.90;3.9;9.9;6.9;1.9;21;9.9;0.90;0.90
34;1;1000.000000;4184.000000;1.8;590720;1632856;15;3.8;19;7.0;3.0;2.0;2.0;3.0;10;7.0;3.0;20;9.0;1.00;1.00
35;1;832;4608.000000;1.8;590720;1632856;15;4.3;19;6.9;0.90;2.9;0.90;1.9;9.9;11;1.9;21;11;2.9;1.9
36;1;832;2896.000000;1.8;590720;1632856;15;4.0;19;12;3.0;5.0;5.0;1.00;10;5.0;2.0;9.0;14;2.0;1.00
37;1;832;1456.000000;1.8;590720;1632856;15;4.2;19;9.0;4.0;8.0;11;1.00;10;15;4.0;14;1.00;1.00;1.00
38;1;864;1288.000000;1.8;590720;1632856;15;3.8;19;7.9;2.9;0.90;11;1.9;8.9;7.9;0.90;21;1.9;1.9;0.90
39;1;1000.000000;6368.000000;1.8;590720;1632856;15;4.4;19;4.9;1.9;1.9;6.9;3.9;9.9;14;3.9;18;5.9;0.0;0.90
40;1;840;1544.000000;1.8;590720;1632856;15;4.3;19;2.0;7.0;1.00;6.0;4.0;10;10;21;5.0;5.0;1.00;2.0
41;1;944;5064.000000;1.8;590720;1632856;15;4.2;19;3.0;2.0;6.0;6.0;2.0;10;2.0;21;8.0;7.0;2.0;1.00
42;1;848;4320.000000;1.8;590720;1632856;15;4.1;19;0.90;3.9;0.90;9.9;12;9.9;2.9;20;1.9;7.9;2.9;1.9
43;1;800;2896.000000;1.8;590720;1632856;15;4.4;19;6.0;4.0;4.0;6.0;3.0;10;10;21;1.00;5.0;2.0;1.00
44;1;1222.777222;9838.162109;1.8;590720;1632856;15;4.2;19;1.00;2.0;2.0;7.0;5.0;10;14;16;1.00;10;1.00;2.0
45;1;801;777;1.8;590720;1632856;15;4.3;19;3.9;0.90;1.9;11;0.90;11;8.9;1.9;2.9;8.9;1.9;20
46;1;888;3568.000000;1.8;590720;1632856;15;3.9;19;1.9;3.9;0.0;12;3.9;9.9;0.90;1.9;0.90;12;0.0;21
47;1;1000.000000;9832.000000;1.8;590720;1632856;15;3.8;19;5.0;3.0;4.0;11;1.00;11;1.00;1.00;1.00;11;2.0;17
48;1;991;1830.169800;1.8;590720;1632856;15;4.3;19;21;4.0;1.00;9.0;5.0;9.0;4.0;1.00;1.00;8.0;12;1.00
49;1;1265.265259;9553.553711;1.8;590720;1632856;15;4.3;19;21;4.9;2.9;5.9;7.9;9.9;1.9;2.9;2.9;6.9;7.9;0.90
50;1;832;776;1.8;590720;1632856;15;4.4;19;22;0.90;0.0;5.9;5.9;11;1.9;9.9;2.9;5.9;2.9;3.9
51;1;1016.000000;3864.000000;1.8;590720;1632856;15;4.5;19;4.0;1.00;5.0;7.0;3.0;9.0;12;4.0;19;7.0;3.0;1.00
52;1;960;3696.000000;1.8;590720;1632856;15;4.4;19;1.9;2.9;14;5.9;2.9;9.9;2.9;1.9;21;5.9;0.90;0.90
53;1;872;3960.000000;1.8;590720;1632856;15;4.0;19;0.0;6.9;0.90;6.9;3.9;9.9;0.90;6.9;13;12;3.9;0.90
54;1;1104.000000;11856.000000;1.8;590720;1632856;15;4.0;19;1.00;4.0;4.0;9.0;5.0;10;11;3.0;3.0;21;1.00;1.00
55;1;831;1574.425537;1.8;590720;1632856;15;3.8;19;2.0;5.0;2.0;5.0;5.0;10;6.0;4.0;1.00;20;7.0;2.0
56;1;1017.017029;5701.701660;1.8;590720;1632856;15;4.1;19;1.9;4.9;3.9;4.9;5.9;11;9.9;0.90;1.9;1.9;1.9;21
57;1;1064.000000;3816.000000;1.8;590720;1632856;15;4.0;19;1.00;1.00;3.0;6.0;7.0;11;13;1.00;1.00;2.0;6.0;21
58;1;856;3488.000000;1.8;590720;1632856;15;4.1;19;2.0;4.0;2.0;7.0;1.00;10;11;1.00;3.0;15;6.0;7.0
59;1;1024.000000;17504.000000;1.8;590720;1632856;15;3.8;19;0.90;2.9;1.9;4.9;11;8.9;1.9;2.9;2.9;20;7.9;0.90
60;1;800;1256.000000;1.8;590720;1632856;15;3.9;19;2.9;0.90;5.9;7.9;5.9;9.9;2.9;0.90;3.9;21;4.9;0.90
