type,timestamp,carrier_id,pci,nof_rach,ue_rnti,dl_cqi,dl_mcs,ul_pusch_rssi,ul_pucch_rssi,ul_pucch_ni,ul_pusch_tpc,ul_pucch_tpc,dl_cqi_offset,ul_snr_offset,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,bearer_id,qci,dl_total_bytes,ul_total_bytes,dl_latency,ul_latency,dl_buffered_bytes,ul_buffered_bytes
metrics,1733402583846,0,1,1,70,13.880001,13.56,-93.45624,-92.570366,50.26699,0,0,-0.004999998,0.020000001,2400.0,10.0,9.291912,7.0625,5104.0,0.0,40.0,0,3,9,0,0,0.0,0.0,0,0
metrics,1733402584846,0,1,1,70,14.919999,10.0,-94.707855,-94.57912,50.128883,0,0,-0.003999998,0.021000002,776.0,0.0,7.870718,7.0,472.0,0.0,40.0,0,3,9,84,0,0.032,0.0,0,0
metrics,1733402585846,0,1,1,70,14.400001,20.0,-94.34713,-94.58341,50.267193,0,0,-0.0029999977,0.022000002,776.0,0.0,9.024304,4.0,256.0,0.0,40.0,0,3,9,168,0,0.028,0.0,0,0
metrics,1733402586846,0,1,1,70,14.76,20.0,-94.61892,-94.36338,49.83369,0,0,-0.0019999975,0.023000002,776.0,0.0,8.202109,7.0,472.0,0.0,40.0,0,3,9,252,0,0.026,0.0,0,0
metrics,1733402587846,0,1,1,70,14.52,7.2,-94.74795,-94.48601,50.102097,0,0,0.0030000028,0.034999996,1000.0,0.0,8.133211,6.25,4184.0,0.0,40.0,0,3,9,336,296,0.025,0.008,0,0
metrics,1733402588846,0,1,1,70,14.360001,12.0,-94.779434,-95.00618,50.09985,0,0,0.005000003,0.045999978,832.0,0.0,8.712983,6.25,4608.0,0.0,40.0,0,3,9,420,382,0.023,0.008,0,0
metrics,1733402589846,0,1,1,70,12.599999,16.0,-94.92421,-91.910706,50.020443,0,0,-0.011999996,0.05699996,832.0,33.333332,8.157155,4.321429,2896.0,0.0,40.0,0,3,9,504,468,0.026,0.008,0,0
metrics,1733402590846,0,1,1,70,7.7200003,6.5,-84.40828,-80.90016,51.262856,0,0,-0.009999996,0.059999954,832.0,0.0,17.663195,10.857142,1456.0,0.0,40.0,0,3,9,588,554,0.027,0.008,0,0
metrics,1733402591846,0,1,1,70,7.0,7.2727275,-80.45176,-76.8858,52.866783,0,0,-0.045999996,0.060999952,864.0,50.0,23.34336,17.0,1288.0,0.0,40.0,0,3,9,672,640,0.028,0.007,0,0
metrics,1733402592846,0,1,1,70,8.399998,5.6,-83.74286,-81.22446,51.5955,0,0,-0.041000005,0.06499995,1000.0,0.0,18.64127,19.5,6368.0,0.0,40.0,0,3,9,756,936,0.029,0.005,0,0
metrics,1733402593846,0,1,1,70,8.541667,5.571429,-87.45267,-85.12196,50.736828,0,0,-0.03800001,0.065999955,840.0,0.0,15.564914,19.0,1544.0,0.0,40.0,0,3,9,840,1022,0.029,0.004,0,0
metrics,1733402594846,0,1,1,70,10.6,3.8,-99.74464,-93.41463,50.32124,0,0,-0.034000017,-0.173,944.0,0.0,3.2392673,3.5904763,5064.0,34.146343,40.0,0,3,9,924,1249,0.03,0.007,0,0
metrics,1733402595846,0,1,1,70,13.799999,8.5,-93.23738,-94.00783,50.202995,0,0,-0.03100002,-0.16399997,848.0,0.0,9.611752,7.1363635,4320.0,0.0,40.0,0,3,9,1008,1335,0.03,0.006,0,0
metrics,1733402596846,0,1,1,70,12.000001,10.0,-95.56628,-94.3158,50.29541,0,0,-0.02900002,-0.15299995,800.0,0.0,7.010019,4.321429,2896.0,0.0,40.0,0,3,9,1092,1421,0.03,0.007,0,0
metrics,1733402597846,0,1,1,70,6.1666665,1.0333333,-100.24243,-93.12365,50.31584,0,0,-0.092,-0.13499983,1222.7772,38.095238,2.8534863,1.5021459,9838.161,38.46154,40.0,0,3,9,1176,1867,0.029,0.007,0,0
metrics,1733402598846,0,1,1,70,11.320001,10.0,-89.56362,-91.214775,50.284542,0,0,-0.089999996,-0.13399982,800.8007,0.0,13.133674,12.0,776.77673,0.0,40.0,0,3,9,1260,1953,0.029,0.007,0,0
metrics,1733402599846,0,1,1,70,9.842105,6.6666665,-97.9543,-96.994675,50.494976,0,0,-0.08699999,-0.23499976,888.0,0.0,5.1923437,5.176471,3568.0,31.578947,40.0,0,3,9,1344,2113,0.03,0.007,0,0
metrics,1733402600846,0,1,1,70,9.839999,5.25,-99.09038,-96.1765,50.354057,0,0,-0.08099998,-0.19199963,1000.0,0.0,4.082102,1.6097561,9832.0,4.6153846,40.0,0,3,9,1428,2407,0.029,0.008,0,0
metrics,1733402601846,0,1,1,70,9.541667,7.6,-94.174675,-92.24735,50.53385,0,0,-0.078999974,-0.18699962,991.009,0.0,8.778731,5.3846154,1830.1698,0.0,40.0,0,3,9,1512,2493,0.029,0.007,0,0
metrics,1733402602846,0,1,1,70,7.500001,4.129032,-99.05205,-90.80619,50.618248,0,0,-0.10799996,-0.3769995,1265.2651,18.181818,3.9953537,3.0785344,9553.553,19.71831,40.0,0,3,9,1596,2939,0.03,0.008,0,0
metrics,1733402603846,0,1,1,70,10.599999,12.0,-90.501854,-89.28972,50.152084,0,0,-0.105999954,-0.3759995,832.0,0.0,12.339917,12.0,776.0,0.0,40.0,0,3,9,1680,3025,0.029,0.008,0,0
metrics,1733402604846,0,1,1,70,10.041668,3.9999995,-99.38145,-92.59711,50.620888,0,0,-0.11899994,-0.37499976,1016.0,25.0,3.5069258,1.9166671,3864.0,13.043478,40.0,0,3,9,1764,3326,0.029,0.007,0,0
metrics,1733402605846,0,1,1,70,9.583333,4.3333335,-97.83542,-92.37769,50.31313,0,0,-0.11399993,-0.35100007,960.0,0.0,5.2469797,1.0327868,3696.0,0.0,40.0,0,3,9,1848,3546,0.028,0.007,0,0
metrics,1733402606846,0,1,1,70,12.250001,7.142857,-99.782036,-97.06575,50.428646,0,0,-0.11099993,-0.40100038,872.0,0.0,3.3697948,3.1585367,3960.0,16.129032,40.0,0,3,9,1932,3702,0.029,0.01,0,0
metrics,1733402607846,0,1,1,70,8.16,2.903226,-100.42816,-94.11228,50.51041,0,0,-0.10299991,-0.84500134,1104.0,27.272728,2.5295327,1.4577776,11856.0,49.42529,40.0,0,3,9,2016,4372,0.029,0.015,0,0
metrics,1733402608846,0,1,1,70,9.388889,12.0,-101.08243,-97.88214,49.74469,0,0,-0.10099991,-0.84800154,831.16876,0.0,1.8279338,0.47999996,1574.4255,15.789474,40.0,0,3,9,2100,4458,0.029,0.015,0,0
metrics,1733402609846,0,1,1,70,7.6000004,4.4375,-100.07294,-95.69105,50.286037,0,0,-0.113999896,-0.7880023,1017.01697,14.285714,2.9171658,0.12345679,5701.701,4.7619047,40.0,0,3,9,2184,4759,0.03,0.015,0,0
metrics,1733402610846,0,1,1,70,9.478262,4.6666665,-100.288574,-96.91832,50.38188,0,0,-0.14799988,-0.7490028,1064.0,33.333332,2.630171,0.18421055,3816.0,11.363636,40.0,0,3,9,2268,4979,0.03,0.015,0,0
metrics,1733402611846,0,1,1,70,12.080002,6.5,-97.59553,-94.52187,50.141106,0,0,-0.14499988,-0.7280031,856.0,0.0,5.193868,1.7777778,3488.0,0.0,40.0,0,3,9,2352,5135,0.029,0.015,0,0
metrics,1733402612846,0,1,1,70,10.280001,5.3333335,-95.03093,-90.67744,50.474316,0,0,-0.13899986,-0.6710038,1024.0,0.0,7.9570804,4.708334,17504.0,0.0,40.0,0,3,9,2436,6003,0.029,0.013,0,0
metrics,1733402613846,0,1,1,70,9.320001,8.0,-92.16643,-86.11555,50.20851,0,0,-0.13699986,-0.66800386,800.0,0.0,10.151209,7.571429,1256.0,0.0,40.0,0,3,9,2520,6089,0.029,0.013,0,0
metrics,1733402614846,0,1,1,70,11.6,5.105263,-93.60825,-87.0553,50.703987,0,0,-0.12999985,-0.7030041,1064.0,0.0,9.541202,7.724138,9192.0,12.0,40.0,0,3,9,2604,6530,0.029,0.013,0,0
metrics,1733402615846,0,1,1,70,14.84,8.0,-94.80932,-92.54379,50.33197,0,0,-0.12599984,-0.68500435,944.0,0.0,8.293702,4.636364,4744.0,0.0,40.0,0,3,9,2688,6750,0.029,0.013,0,0
metrics,1733402616846,0,1,1,70,14.919999,9.333333,-97.48524,-96.325005,50.028755,0,0,-0.12299983,-0.6600047,887.11285,0.0,5.349586,1.9841269,4355.644,0.0,40.0,0,3,9,2772,6906,0.029,0.013,0,0
metrics,1733402617846,0,1,1,70,15.0,7.0,-97.71351,-96.598145,50.074245,0,0,-0.11699982,-0.56900585,1057.057,0.0,5.0523944,1.9444447,15671.671,0.0,40.0,0,3,9,2856,7774,0.028,0.012,0,0
metrics,1733402618846,0,1,1,70,14.919999,7.6,-91.616745,-91.34532,50.058647,0,0,-0.114999816,-0.558006,832.0,0.0,11.218948,7.607143,5760.0,0.0,40.0,0,3,9,2940,7860,0.028,0.012,0,0
metrics,1733402619846,0,1,1,70,14.88,5.0588236,-94.85068,-93.606895,50.46828,0,0,-0.1089998,-0.5330063,1056.0,0.0,8.187736,5.0983605,8192.0,0.0,40.0,0,3,9,3024,8301,0.028,0.012,0,0
metrics,1733402620846,0,1,1,70,15.0,12.333333,-96.524765,-94.97257,50.276535,0,0,-0.122999795,-0.48300695,1784.0,16.666666,6.222303,3.204724,10928.0,0.0,40.0,0,3,9,3192,8674,0.027,0.012,0,0
metrics,1733402621846,0,1,1,70,14.719999,12.3,-96.82923,-95.41297,49.847343,0,0,-0.11899979,-0.44600743,1728.0,0.0,5.8902373,2.4408605,7136.0,0.0,40.0,0,3,9,3360,8916,0.027,0.012,0,0
metrics,1733402622846,0,1,1,70,14.92,9.823529,-97.048515,-95.453316,50.43612,0,0,-0.112999775,-0.3710084,1840.0,0.0,5.88469,2.6197917,15056.0,0.0,40.0,0,3,9,3528,9660,0.026,0.012,0,0
metrics,1733402623846,0,1,1,70,13.839999,14.142858,-93.42118,-91.814735,50.21574,0,0,-0.10999977,-0.3560086,1640.0,0.0,9.435359,6.1842103,6208.0,0.0,40.0,0,3,9,3696,9832,0.026,0.012,0,0
metrics,1733402624846,0,1,1,70,14.239999,8.95,-92.80973,-90.8279,50.367428,0,0,-0.102999754,-0.32000905,1896.0,0.0,9.930466,6.659091,13472.0,0.0,40.0,0,3,9,3864,10359,0.027,0.011,0,0
metrics,1733402625846,0,1,1,70,12.92,8.764706,-93.385216,-91.00341,50.525402,0,0,-0.09699974,-0.30300927,1806.1937,0.0,9.442118,6.707317,6337.662,0.0,40.0,0,3,9,3948,10802,0.027,0.011,84,0
metrics,1733402626846,0,1,1,70,13.919999,9.333333,-91.863716,-89.51153,50.00281,0,0,-0.093999736,-0.29600936,888.0,0.0,10.912197,7.352941,2456.0,0.0,40.0,0,3,9,4116,10958,0.027,0.011,0,0
metrics,1733402627846,0,1,1,70,14.599999,8.882353,-93.314186,-91.14751,50.333,0,0,-0.087999724,-0.26600975,1840.0,0.0,9.521126,7.297298,13184.0,0.0,40.0,0,3,9,4284,11702,0.027,0.011,0,0
metrics,1733402628846,0,1,1,70,14.279999,14.375,-93.38782,-90.25147,50.412525,0,0,-0.08499972,-0.25900984,1673.6736,0.0,9.408295,7.0,2402.4023,0.0,40.0,0,3,9,4452,11874,0.027,0.011,0,0
metrics,1733402629846,0,1,1,70,14.84,8.368421,-93.426384,-90.703896,50.535336,0,0,-0.0779997,-0.23300992,1894.1058,0.0,9.325329,6.2419353,8975.024,0.0,40.0,0,3,9,4620,12334,0.027,0.011,0,0
metrics,1733402630846,0,1,1,70,14.68,10.1875,-92.781685,-89.83182,50.595352,0,0,-0.07199969,-0.21100987,1841.8417,0.0,10.15967,7.109091,9177.177,0.0,40.0,0,3,9,4788,12777,0.027,0.01,0,0
metrics,1733402631846,0,1,1,70,14.84,13.9,-92.37307,-89.22761,50.46116,0,0,-0.06799968,-0.20300986,1726.2737,0.0,10.412054,7.631579,2821.1787,0.0,40.0,0,3,9,4956,13019,0.027,0.01,0,0
metrics,1733402632846,0,1,1,70,13.833333,10.307693,-94.197975,-91.83694,50.665382,0,0,-0.06299967,-0.16700979,1784.0,0.0,8.797356,6.4891305,15248.0,0.0,40.0,0,3,9,5124,13763,0.027,0.01,0,0
metrics,1733402633846,0,1,1,70,12.590908,9.636364,-96.76359,-94.58166,50.4152,0,0,-0.05899968,-0.1940097,1761.7616,0.0,6.3503094,3.432099,6630.6304,9.090909,40.0,0,3,9,5292,14014,0.027,0.01,0,0
metrics,1733402634846,0,1,1,70,10.92,6.1,-98.96084,-93.41616,50.43569,0,0,-0.071999684,-0.23300974,1838.1617,14.285714,3.8431237,1.7388889,9830.169,18.84058,40.0,0,3,9,5460,14400,0.027,0.01,0,0
