time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11
0;0;0.0;0.0;1.8;579628;1561652;17;2.8;19;8.0;4.0;2.0;17;2.0;7.0;2.0;3.0;0.0;4.0;2.0;2.0
1;0;0.0;0.0;1.8;579628;1561652;18;3.9;19;12;5.0;1.00;19;2.0;10;4.0;4.0;2.0;6.0;1.00;5.0
2;0;0.0;0.0;1.8;579628;1561652;18;3.9;19;3.9;2.9;0.90;14;0.90;9.9;14;13;0.90;6.9;1.9;0.90
3;1;1983.333374;7083.333496;1.8;586220;1563540;18;3.8;19;12;4.9;0.90;3.9;1.9;8.9;4.9;2.9;1.9;19;1.9;3.9
4;1;4232.000000;10384.000000;1.8;590708;1567316;18;4.2;19;2.0;6.0;4.0;8.0;1.00;10;3.0;5.0;9.0;21;2.0;1.00
5;1;1096.000000;3344.000000;1.8;590708;1567316;18;3.8;19;3.9;0.90;2.9;6.9;1.9;9.9;0.90;4.9;13;19;0.90;3.9
6;1;1192.000000;6600.000000;1.8;590708;1567316;18;3.8;19;1.9;1.9;11;11;0.90;8.9;0.90;4.9;5.9;14;0.90;5.9
7;1;912;2552.000000;1.8;590708;1567316;18;4.1;19;1.00;3.0;1.00;15;3.0;13;2.0;6.0;4.0;11;4.0;10
8;1;968;2464.000000;1.8;590708;1632852;18;3.9;19;1.9;2.9;3.9;4.9;1.9;9.9;0.90;4.9;0.90;20;0.90;13
9;1;920;4224.000000;1.8;590708;1632852;18;4.1;19;1.00;1.00;2.0;5.0;2.0;10;3.0;8.0;2.0;21;3.0;14
10;1;1040.000000;3256.000000;1.8;590708;1632852;18;4.0;19;1.9;3.9;8.9;13;3.9;9.9;1.9;5.9;4.9;7.9;1.9;5.9
11;1;1912.000000;8360.000000;1.8;590708;1632852;18;4.0;19;1.9;7.9;2.9;14;1.9;9.9;0.90;8.9;4.9;13;2.9;1.9
12;1;936;4840.000000;1.8;590708;1632852;18;3.9;19;7.9;6.9;4.9;18;1.9;9.9;1.9;4.9;2.9;5.9;0.90;1.9
13;1;104;968;1.8;590708;1632852;18;3.8;19;2.0;9.0;8.0;7.0;1.00;9.0;1.00;4.0;2.0;19;6.0;1.00
14;1;3208.000000;88;1.8;590708;1632852;18;3.8;19;1.00;2.0;3.0;8.0;3.0;10;3.0;5.0;4.0;17;9.0;2.0
15;1;2344.000000;88;1.8;590708;1632852;18;3.8;19;1.9;3.9;7.9;4.9;0.90;9.9;3.9;6.9;3.9;20;1.9;0.90
16;2;0.0;0.0;1.8;590708;1632852;18;3.8;19;5.0;5.0;8.0;5.0;6.0;10;1.00;6.0;9.0;20;2.0;3.0
17;1;464;1760.000000;1.8;590708;1632852;18;3.9;19;9.9;5.9;4.9;16;1.9;11;1.9;3.9;1.9;9.9;2.9;2.9
18;1;0.0;0.0;1.8;590708;1632852;18;4.0;19;9.0;6.0;4.0;4.0;1.00;9.0;18;7.0;4.0;5.0;1.00;3.0
19;1;1448.000000;528;1.8;590708;1632852;18;4.1;19;12;6.0;6.0;2.0;2.0;10;12;11;2.0;8.0;2.0;1.00
20;1;0.0;4488.000000;1.8;590708;1632852;18;3.8;19;11;5.0;6.0;9.0;2.0;10;2.0;11;4.0;6.0;3.0;2.0
21;1;56;2376.000000;1.8;590708;1632852;18;4.2;19;3.0;6.0;3.0;3.0;4.0;14;4.0;3.0;1.00;9.0;18;10
22;1;672;0.0;1.8;590708;1632852;18;3.9;19;1.9;6.9;2.9;1.9;0.90;9.9;1.9;12;3.9;2.9;16;7.9
23;1;0.0;0.0;1.8;590708;1632852;18;3.8;19;7.0;6.0;9.0;1.00;2.0;10;8.0;4.0;14;1.00;3.0;6.0
24;1;4066.666748;3088.888916;1.8;590932;1629076;18;4.0;19;13;6.9;7.9;16;0.90;9.9;0.90;2.9;0.90;0.90;1.9;6.9
